no_segmentation/android-1.npy,0,4,0,5.555555556,2.66E-15,0,4,0
no_segmentation/android-1_0.05.npy,5,4.045333333,0,5.618518519,1.78E-15,0,4.045333333,0
no_segmentation/android-1_0.1.npy,10,-4.682177778,33.50965325,17.36104938,43.6688127,0.166666667,3.725546667,0.732723303
no_segmentation/android-1_0.15.npy,15,-31.06457778,39.49978687,48.01462963,50.65389132,0.5,3.245866667,2.038248067
no_segmentation/android-1_0.2.npy,20,-69.83871111,53.13718447,100.7216667,68.63294692,0.866666667,0.547666667,2.177996505
no_segmentation/android-1_0.25.npy,25,-45.12186667,59.6875624,74.20975309,72.75065522,0.733333333,1.547,1.935200679
no_segmentation/android-1_0.3.npy,30,-50.71813333,75.82931851,97.14851852,81.340063,0.866666667,1.047333333,2.998
no_segmentation/android-1_0.35.npy,35,-95.888,59.57457308,133.9269136,81.52433643,0.866666667,1.047333333,2.998
no_segmentation/android-1_0.4.npy,40,-103.4829333,23.50962199,143.7262963,32.65225276,1,nan,nan
no_segmentation/android-1_0.45.npy,45,-96.4876,40.66406733,134.0105556,56.47787129,1,nan,nan
no_segmentation/android-1_0.5.npy,50,-104.415644444,45.92277075,145.021728395,63.7816260416,1.0,nan,nan
segmentation/android-1.npy,0,4.045333333,0,5.618518519,1.78E-15,0,4.045333333,0
segmentation/android-1_0.05.npy,5,4.045333333,0,5.618518519,1.78E-15,0,4.045333333,0
segmentation/android-1_0.1.npy,10,4.045333333,0,5.618518519,1.78E-15,0,4.045333333,0
segmentation/android-1_0.15.npy,15,3.112622222,5.022803051,6.539382716,4.959005469,0.033333333,4.045333333,0
segmentation/android-1_0.2.npy,20,4.045333333,0,5.618518519,1.78E-15,0,4.045333333,0
segmentation/android-1_0.25.npy,25,-41.924,64.5479603671,64.5954320988,85.1763869111,0.333333333333,3.14593333333,2.14100024288
segmentation/android-1_0.3.npy,30,-35.79475556,51.70056148,59.04802469,64.35103472,0.466666667,4.045333333,0
segmentation/android-1_0.35.npy,35,-35.3950222222,55.2705921897,58.4928395062,69.914876546,0.4,5.59985185185,0.83092509967
segmentation/android-1_0.4.npy,40,-62.11053333,64.14308533,92.24438272,82.88041961,0.6,4.045333333,0
segmentation/android-1_0.45.npy,45,-79.76542222,55.222388,110.9748148,76.42330565,0.9,-3.283111111,3.768722009
segmentation/android-1_0.5.npy,50,-59.11253333,55.68501983,83.58567901,75.73300945,1,nan,nan